pool-size,total-samples,return-average,AverageForwardProgress,MeanDistfromGoal,episode-length-min,epoch,qf1-std,mean-sq-bellman-error2,mean-qf-diff,qf1-avg,time-train,return-std,episodes,vf-std,last-path-return,MaxForwardProgress,qf2-std,time-eval,vf-avg,StdForwardProgress,episode-length-std,mean-sq-bellman-error1,qf2-avg,MinForwardProgress,time-sample,max-path-return,episode-length-avg,return-min,episode-length-max,time-total,return-max
1000000,1829000,-3100.55733402,-0.319834633724,5.82652732276,1000,1828,734.881,322.735,10.2305,-1529.22,24.227939686272293,0.0,1847,739.695,-960.012887025,-0.319834633724,734.881,16.754204279044643,-1534.41,0.0,0.0,341.842,-1529.22,-0.319834633724,6.744938790099695,-161.767871771,1000.0,-3100.55733402,1000,83589.81643957621,-3100.55733402
1000000,1830000,-4427.34198232,-0.12050812188,8.57493096746,1000,1829,762.996,1389.28,12.4941,-1490.5,26.255125302122906,0.0,1848,749.919,-4419.79002992,-0.12050812188,762.996,16.725124817108735,-1501.61,0.0,0.0,1397.06,-1490.5,-0.12050812188,7.181966454721987,-161.767871771,1000.0,-4427.34198232,1000,83639.95782261621,-4427.34198232
1000000,1831000,-2997.53120662,-0.0811545175441,4.02447665069,1000,1830,529.669,249.889,9.10849,-1631.61,25.64566905819811,0.0,1849,534.341,-2867.99568576,-0.0811545175441,529.669,16.721211230149493,-1634.75,0.0,0.0,305.748,-1631.61,-0.0811545175441,7.0160437021404505,-161.767871771,1000.0,-2997.53120662,1000,83689.34464288573,-2997.53120662
1000000,1832000,-2510.50666381,0.24982724296,2.78595256028,1000,1831,597.327,177.729,10.2014,-1552.52,25.36953708808869,0.0,1850,599.314,-873.673385943,0.24982724296,597.327,16.737604181980714,-1550.45,0.0,0.0,214.927,-1552.52,0.24982724296,6.979510785778984,-161.767871771,1000.0,-2510.50666381,1000,83738.40597857814,-2510.50666381
1000000,1833000,-2969.15492335,-0.163972031138,4.4046533533,1000,1832,647.204,436.41,10.447,-1511.13,24.6957517080009,0.0,1851,649.198,-2246.05087357,-0.163972031138,647.204,16.734623280819505,-1511.48,0.0,0.0,483.996,-1511.13,-0.163972031138,6.912848092848435,-161.767871771,1000.0,-2969.15492335,1000,83786.70764614851,-2969.15492335
1000000,1834000,-870.81033861,-0.100941014139,0.998169855475,857,1833,632.055,323.889,10.3901,-1528.11,24.999243239173666,0.0,1852,635.172,-629.559675674,-0.100941014139,632.055,16.70797613891773,-1536.43,0.0,0.0,362.751,-1528.11,-0.100941014139,6.962165962671861,-161.767871771,857.0,-870.81033861,857,83833.01444942434,-870.81033861
1000000,1835000,-2368.69025806,-0.243643264378,1.72778453056,1000,1834,623.879,443.697,10.0318,-1578.51,25.27587964409031,0.0,1853,628.573,-3314.41719233,-0.243643264378,623.879,14.361135442974046,-1566.26,0.0,0.0,476.675,-1578.51,-0.243643264378,7.033916198415682,-161.767871771,1000.0,-2368.69025806,1000,83882.0221735388,-2368.69025806
1000000,1836000,-2264.44237463,0.0423672843868,1.58949658733,1000,1835,968.511,522.006,11.6787,-1436.4,25.791151872836053,0.0,1854,965.054,-3440.24321889,0.0423672843868,968.511,16.712929512141272,-1442.74,0.0,0.0,406.72,-1436.4,0.0423672843868,6.928892819210887,-161.767871771,1000.0,-2264.44237463,1000,83931.44549043383,-2264.44237463
1000000,1837000,-2886.92197535,-0.102176062261,4.50996921761,1000,1836,744.711,569.299,11.8748,-1533.38,25.880912768188864,0.0,1855,730.97,-4446.97900653,-0.102176062261,744.711,16.74110691808164,-1520.33,0.0,0.0,751.416,-1533.38,-0.102176062261,7.141354683088139,-161.767871771,1000.0,-2886.92197535,1000,83981.16962363478,-2886.92197535
1000000,1838000,-2864.71478738,-0.318928884706,2.22985235334,1000,1837,609.635,238.34,9.21952,-1555.43,24.272341303294525,0.0,1856,615.711,-2406.32224509,-0.318928884706,609.635,16.708067061845213,-1550.66,0.0,0.0,211.098,-1555.43,-0.318928884706,6.480434801895171,-161.767871771,1000.0,-2864.71478738,1000,84028.64534657612,-2864.71478738
1000000,1839000,-2959.40360119,-0.150577517624,4.66360163066,1000,1838,618.097,279.539,10.1362,-1573.42,24.804725379450247,0.0,1857,616.091,-945.767987145,-0.150577517624,618.097,16.741904300870374,-1566.58,0.0,0.0,291.889,-1573.42,-0.150577517624,6.70392043585889,-161.767871771,1000.0,-2959.40360119,1000,84076.86031338526,-2959.40360119
1000000,1840000,-2510.97971034,0.206847664779,2.3551041101,1000,1839,500.761,229.466,9.90654,-1557.3,24.187295716954395,0.0,1858,500.808,-3155.18481733,0.206847664779,500.761,16.714053944917396,-1556.27,0.0,0.0,212.446,-1557.3,0.206847664779,6.381029685260728,-161.767871771,1000.0,-2510.97971034,1000,84124.13511362951,-2510.97971034
1000000,1841000,-4426.60561718,-0.103681929388,8.54993173225,1000,1840,531.995,806.693,10.2519,-1525.45,26.114093399140984,0.0,1860,530.134,-321.556740747,-0.103681929388,531.995,16.726205845130607,-1514.68,0.0,0.0,727.569,-1525.45,-0.103681929388,7.070648877182975,-161.767871771,1000.0,-4426.60561718,1000,84174.01688619307,-4426.60561718
1000000,1842000,-2986.31551248,0.430165037796,4.55732142454,1000,1841,554.685,1178.04,8.67856,-1538.67,25.337428473634645,0.0,1861,552.114,-2955.26304903,0.430165037796,554.685,16.710681868018582,-1536.64,0.0,0.0,1181.16,-1538.67,0.430165037796,6.7185483139473945,-161.767871771,1000.0,-2986.31551248,1000,84222.76524462411,-2986.31551248
1000000,1843000,-2364.56146576,-0.246961584531,1.69501747762,1000,1842,528.685,399.749,10.403,-1567.39,25.300004951423034,0.0,1862,530.243,-2508.37055432,-0.246961584531,528.685,16.70463076699525,-1569.69,0.0,0.0,396.34,-1567.39,-0.246961584531,6.838742859195918,-161.767871771,1000.0,-2364.56146576,1000,84271.59221250843,-2364.56146576
1000000,1844000,-3911.20699543,-0.0328947753418,5.55838572051,1000,1843,761.044,186.432,10.7406,-1540.61,23.432441054843366,0.0,1863,769.276,-2974.38660908,-0.0328947753418,761.044,16.708276747958735,-1555.18,0.0,0.0,295.504,-1540.61,-0.0328947753418,6.181551454588771,-161.767871771,1000.0,-3911.20699543,1000,84317.92359435395,-3911.20699543
1000000,1845000,-2929.7654318,-0.129757005707,4.44313319362,1000,1844,694.148,249.377,10.0952,-1585.41,25.299901830032468,0.0,1864,687.899,-2163.19867594,-0.129757005707,694.148,16.73312778910622,-1586.17,0.0,0.0,240.598,-1585.41,-0.129757005707,6.995791008928791,-161.767871771,1000.0,-2929.7654318,1000,84366.93718386884,-2929.7654318
1000000,1846000,-2920.31460271,-0.128060182085,4.44791855788,1000,1845,897.312,1461.93,11.3508,-1452.01,24.572553015546873,0.0,1865,901.621,-2223.77545562,-0.128060182085,897.312,16.729098798939958,-1452.99,0.0,0.0,1392.53,-1452.01,-0.128060182085,6.412386192474514,-161.767871771,1000.0,-2920.31460271,1000,84414.6370805339,-2920.31460271
1000000,1847000,-3013.16877864,-0.121808835383,4.48479051556,1000,1846,669.316,253.929,10.5529,-1567.5,25.896185444900766,0.0,1866,670.133,-1012.70576848,-0.121808835383,669.316,16.7305123610422,-1560.63,0.0,0.0,251.735,-1567.5,-0.121808835383,7.045192695222795,-161.767871771,1000.0,-3013.16877864,1000,84464.27101580496,-3013.16877864
1000000,1848000,-4395.6497129,-0.123085924603,8.46622587181,1000,1847,783.935,356.784,10.7869,-1525.46,25.336094183148816,0.0,1867,791.584,-2149.71322129,-0.123085924603,783.935,16.711031169164926,-1520.39,0.0,0.0,324.211,-1525.46,-0.123085924603,6.82353484025225,-161.767871771,1000.0,-4395.6497129,1000,84513.17653077887,-4395.6497129
1000000,1849000,-4465.17601687,-0.111003024658,8.50590881361,1000,1848,710.677,884.959,11.6431,-1510.2,25.014372083358467,0.0,1868,705.713,-4174.7376749,-0.111003024658,710.677,16.76445346395485,-1511.48,0.0,0.0,761.148,-1510.2,-0.111003024658,6.807104969630018,-161.767871771,1000.0,-4465.17601687,1000,84561.69239285192,-4465.17601687
1000000,1850000,-2348.82936292,-0.0836661611079,1.63087474578,1000,1849,524.019,184.52,9.75282,-1610.41,25.173031742684543,0.0,1869,524.619,-2961.87374913,-0.0836661611079,524.019,16.71468315506354,-1618.65,0.0,0.0,171.674,-1610.41,-0.0836661611079,6.700560652883723,-161.767871771,1000.0,-2348.82936292,1000,84610.27251357888,-2348.82936292
1000000,1851000,-2175.22252989,0.107223494186,1.64775763842,1000,1850,564.469,493.769,9.93833,-1572.32,26.05093856691383,0.0,1870,560.549,-3043.58831152,0.107223494186,564.469,16.725291246082634,-1563.63,0.0,0.0,332.443,-1572.32,0.107223494186,7.162278627511114,-161.767871771,1000.0,-2175.22252989,1000,84660.18148226244,-2175.22252989
1000000,1852000,-2234.19658515,-0.178117458928,1.6897206697,1000,1851,646.198,272.271,10.0157,-1517.38,25.86637921910733,0.0,1871,638.356,-2146.45492885,-0.178117458928,646.198,16.70579430507496,-1523.42,0.0,0.0,295.703,-1517.38,-0.178117458928,7.10108729172498,-161.767871771,1000.0,-2234.19658515,1000,84709.86329161725,-2234.19658515
1000000,1853000,-2236.93241666,-0.162365213209,1.70508766548,1000,1852,673.132,2744.82,10.1247,-1538.69,25.836848278762773,0.0,1872,671.521,-4416.2660026,-0.162365213209,673.132,16.732929633930326,-1538.84,0.0,0.0,2524.19,-1538.69,-0.162365213209,6.81681170524098,-161.767871771,1000.0,-2236.93241666,1000,84759.21244041552,-2236.93241666
1000000,1854000,-3083.66751316,-0.14116112065,4.39040934064,1000,1853,667.871,251.283,10.8721,-1575.12,24.509191293735057,0.0,1873,662.413,-3317.7793124,-0.14116112065,667.871,16.71727965795435,-1577.61,0.0,0.0,198.295,-1575.12,-0.14116112065,6.623565719695762,-161.767871771,1000.0,-3083.66751316,1000,84807.05633320776,-3083.66751316
1000000,1855000,-4442.61426249,-0.126739633357,8.53373140536,1000,1854,608.837,825.263,9.06542,-1575.12,25.007879306329414,0.0,1874,602.717,-2284.84304361,-0.126739633357,608.837,16.727829959942028,-1565.19,0.0,0.0,816.881,-1575.12,-0.126739633357,6.855545999947935,-161.767871771,1000.0,-4442.61426249,1000,84855.65251258714,-4442.61426249
1000000,1856000,-2876.90105945,-0.115752671466,4.44456926317,1000,1855,638.772,657.11,9.10026,-1588.34,25.308055279310793,0.0,1875,638.582,-2955.96665182,-0.115752671466,638.772,16.743320824112743,-1598.42,0.0,0.0,651.352,-1588.34,-0.115752671466,6.673333408311009,-161.767871771,1000.0,-2876.90105945,1000,84904.31952404231,-2876.90105945
1000000,1857000,-4406.73985336,-0.124469875086,8.43098930459,1000,1856,581.654,161.365,10.5091,-1569.29,26.631408031331375,0.0,1876,581.472,-2376.68991427,-0.124469875086,581.654,16.70491445600055,-1567.15,0.0,0.0,163.168,-1569.29,-0.124469875086,7.30091497884132,-161.767871771,1000.0,-4406.73985336,1000,84954.94942952017,-4406.73985336
1000000,1858000,-4411.02894706,-0.141280462241,8.60120185821,1000,1857,588.1,1261.62,9.2718,-1483.36,24.845017661107704,0.0,1877,590.299,-4441.46551263,-0.141280462241,588.1,16.707152161980048,-1482.0,0.0,0.0,1226.58,-1483.36,-0.141280462241,6.48263618000783,-161.767871771,1000.0,-4411.02894706,1000,85003.0201709005,-4411.02894706
1000000,1859000,-407.721029229,-0.339345123939,0.99278256194,742,1858,604.993,167.738,8.79807,-1529.55,24.990846422268078,0.0,1878,600.101,-2234.17366736,-0.339345123939,604.993,16.768993191886693,-1521.49,0.0,0.0,209.928,-1529.55,-0.339345123939,6.822960720164701,-161.767871771,742.0,-407.721029229,742,85047.22834337875,-407.721029229
1000000,1860000,-1297.79354507,-0.132343610243,0.990811693326,1000,1859,712.779,280.675,9.31269,-1561.49,22.370626117335632,0.0,1879,714.018,-3003.91185045,-0.132343610243,712.779,12.40784465498291,-1563.1,0.0,0.0,296.831,-1561.49,-0.132343610243,5.483524040551856,-161.767871771,1000.0,-1297.79354507,1000,85091.87585557206,-1297.79354507
1000000,1861000,-2874.93900716,0.276714899001,1.95862239742,1000,1860,683.415,164.831,10.7917,-1536.54,24.89044400001876,0.0,1880,675.491,-2957.0153993,0.276714899001,683.415,16.805127202998847,-1547.59,0.0,0.0,197.219,-1536.54,0.276714899001,6.493844751268625,-161.767871771,1000.0,-2874.93900716,1000,85139.95504242531,-2874.93900716
1000000,1862000,-2328.34670575,0.24656678366,1.71697394767,1000,1861,694.618,272.176,9.91853,-1473.67,23.004038765095174,0.0,1881,686.989,-2929.43667903,0.24656678366,694.618,16.710890750866383,-1472.81,0.0,0.0,199.994,-1473.67,0.24656678366,5.489661306375638,-161.767871771,1000.0,-2328.34670575,1000,85185.14742201637,-2328.34670575
1000000,1863000,-703.754303953,-0.184294932682,0.994224603321,894,1862,866.091,293.947,10.5433,-1429.34,26.044766846345738,0.0,1882,853.937,-918.162519324,-0.184294932682,866.091,16.72373320790939,-1426.07,0.0,0.0,240.748,-1429.34,-0.184294932682,7.221152989659458,-161.767871771,894.0,-703.754303953,894,85233.34574687993,-703.754303953
1000000,1864000,-4451.82546488,-0.137086955288,8.45498248739,1000,1863,570.082,485.704,10.1822,-1534.53,23.690452461363748,0.0,1883,570.596,-3251.63095891,-0.137086955288,570.082,14.953294649953023,-1532.71,0.0,0.0,502.577,-1534.53,-0.137086955288,5.673194568604231,-161.767871771,1000.0,-4451.82546488,1000,85279.43388254661,-4451.82546488
1000000,1865000,-3198.63182877,-0.0433863972571,5.42501063905,1000,1864,711.118,219.836,10.3171,-1542.88,25.212687894469127,0.0,1884,708.731,-3464.3615292,-0.0433863972571,711.118,16.73479607794434,-1533.78,0.0,0.0,189.505,-1542.88,-0.0433863972571,6.7678770129568875,-161.767871771,1000.0,-3198.63182877,1000,85328.15617143293,-3198.63182877
1000000,1866000,-3298.95027274,0.460370648756,4.59632878907,1000,1865,723.437,393.629,11.1714,-1502.67,20.886283790692687,0.0,1885,719.543,-4413.43437894,0.460370648756,723.437,16.75651931297034,-1505.72,0.0,0.0,412.403,-1502.67,0.460370648756,5.244998344918713,-161.767871771,1000.0,-3298.95027274,1000,85371.04089143034,-3298.95027274
1000000,1867000,-2594.21643813,-0.0199978158444,1.72951972304,1000,1866,615.2,847.667,9.59866,-1574.43,24.754141087643802,0.0,1886,621.25,-4412.64948703,-0.0199978158444,615.2,16.778918241150677,-1561.81,0.0,0.0,799.325,-1574.43,-0.0199978158444,6.87015190650709,-161.767871771,1000.0,-2594.21643813,1000,85419.35901051876,-2594.21643813
1000000,1868000,-3219.772179,-0.125414297171,4.55903754993,1000,1867,698.075,759.679,11.6545,-1507.91,22.078130098292604,0.0,1887,697.834,-3740.90375969,-0.125414297171,698.075,16.70628400403075,-1525.58,0.0,0.0,808.128,-1507.91,-0.125414297171,5.40005194931291,-161.767871771,1000.0,-3219.772179,1000,85463.53241128894,-3219.772179
1000000,1869000,-2187.07728186,-0.199481897417,1.74312680603,1000,1868,620.734,2254.9,11.179,-1535.93,26.206621500197798,0.0,1888,625.906,-1013.47922275,-0.199481897417,620.734,16.70979823404923,-1534.16,0.0,0.0,2628.02,-1535.93,-0.199481897417,7.422062607249245,-161.767871771,1000.0,-2187.07728186,1000,85513.85616759094,-2187.07728186
1000000,1870000,-4410.99098115,-0.0931837730988,8.53379991824,1000,1869,680.3,549.696,9.72625,-1530.71,23.309734327485785,0.0,1889,679.069,-4418.25058799,-0.0931837730988,680.3,16.70654606889002,-1530.5,0.0,0.0,571.631,-1530.71,-0.0931837730988,5.553458019159734,-161.767871771,1000.0,-4410.99098115,1000,85559.45779141271,-4410.99098115
1000000,1871000,-2899.41528615,-0.135916363854,4.40015292334,1000,1870,703.766,217.643,10.0355,-1547.04,25.098960099276155,0.0,1890,704.344,-2357.70679848,-0.135916363854,703.766,16.762126276968047,-1543.65,0.0,0.0,207.349,-1547.04,-0.135916363854,6.658811169443652,-161.767871771,1000.0,-2899.41528615,1000,85607.9549952154,-2899.41528615
1000000,1872000,-849.623371224,-0.17413466262,0.988710601592,894,1871,661.805,331.245,9.22293,-1501.31,20.546560884453356,0.0,1891,674.5,-793.610009135,-0.17413466262,661.805,16.76418424793519,-1495.51,0.0,0.0,316.568,-1501.31,-0.17413466262,4.870279034599662,-161.767871771,894.0,-849.623371224,894,85648.38115173951,-849.623371224
1000000,1873000,-2998.12858139,-0.106803677313,4.40352001259,1000,1872,509.596,588.024,9.09655,-1561.98,24.622913997154683,0.0,1892,509.328,-3185.70063127,-0.106803677313,509.596,15.01965698110871,-1564.73,0.0,0.0,657.37,-1561.98,-0.106803677313,6.814739969093353,-161.767871771,1000.0,-2998.12858139,1000,85696.5417513689,-2998.12858139
1000000,1874000,-4445.18221498,-0.157751917092,8.65321836437,1000,1873,663.827,275.279,9.87687,-1513.31,22.952890495071188,0.0,1893,662.293,-689.061387449,-0.157751917092,663.827,16.738345054211095,-1518.66,0.0,0.0,346.187,-1513.31,-0.157751917092,5.508001287002116,-161.767871771,1000.0,-4445.18221498,1000,85741.69630549103,-4445.18221498
1000000,1875000,-2073.49301579,0.0832064292783,1.58190303633,1000,1874,566.851,672.458,10.301,-1583.54,25.771678206510842,0.0,1894,567.216,-451.482040999,0.0832064292783,566.851,16.71715725096874,-1582.27,0.0,0.0,809.471,-1583.54,0.0832064292783,7.216247754404321,-161.767871771,1000.0,-2073.49301579,1000,85791.40386299836,-2073.49301579
1000000,1876000,-4384.28261631,-0.116987918427,8.51777650725,1000,1875,699.971,185.608,8.88482,-1500.82,22.738240708829835,0.0,1895,691.877,-4433.7909482,-0.116987918427,699.971,16.74208569712937,-1509.97,0.0,0.0,185.195,-1500.82,-0.116987918427,5.746148555539548,-161.767871771,1000.0,-4384.28261631,1000,85836.58658000873,-4384.28261631
1000000,1877000,-2625.06431154,-0.11630301859,1.50247839157,1000,1876,657.535,134.264,10.0936,-1543.51,25.13483553007245,0.0,1896,658.926,-2051.16157884,-0.11630301859,657.535,16.706110150087625,-1526.67,0.0,0.0,160.453,-1543.51,-0.11630301859,6.926127790939063,-161.767871771,1000.0,-2625.06431154,1000,85885.39512932091,-2625.06431154
1000000,1878000,-2955.73887092,-0.108686015588,4.47134921122,1000,1877,849.143,372.106,9.70081,-1434.02,20.919618809828535,0.0,1897,846.066,-3039.00552979,-0.108686015588,849.143,16.768259749980643,-1424.69,0.0,0.0,441.197,-1434.02,-0.108686015588,5.146869781427085,-161.767871771,1000.0,-2955.73887092,1000,85928.1829814103,-2955.73887092
1000000,1879000,-2873.36724096,-0.165810605027,4.40908192721,1000,1878,816.689,230.471,10.2208,-1427.91,24.796601849608123,0.0,1898,815.953,-3080.23666356,-0.165810605027,816.689,16.73250784398988,-1428.68,0.0,0.0,260.769,-1427.91,-0.165810605027,6.812628512270749,-161.767871771,1000.0,-2873.36724096,1000,85976.51662267,-2873.36724096
1000000,1880000,-2192.84253491,-0.0253813559414,1.60163422033,1000,1879,751.866,309.789,9.93894,-1480.13,23.295909349573776,0.0,1899,749.341,-2187.83565093,-0.0253813559414,751.866,16.743075606878847,-1487.74,0.0,0.0,339.934,-1480.13,-0.0253813559414,5.817835964029655,-161.767871771,1000.0,-2192.84253491,1000,86022.32797399489,-2192.84253491
1000000,1881000,-2998.53720461,-0.138239665549,4.48156333845,1000,1880,556.434,332.934,9.91897,-1578.3,26.32287621172145,0.0,1901,549.241,-605.473715449,-0.138239665549,556.434,16.7164256721735,-1587.31,0.0,0.0,335.121,-1578.3,-0.138239665549,7.278877165634185,-161.767871771,1000.0,-2998.53720461,1000,86072.6264314074,-2998.53720461
1000000,1882000,-2904.38140218,-0.140751468248,4.4350660783,1000,1881,1022.22,1140.73,10.7306,-1419.01,23.388812457909808,0.0,1902,1022.64,-2582.25606099,-0.140751468248,1022.22,16.711206666193902,-1406.23,0.0,0.0,1031.76,-1419.01,-0.140751468248,6.038229633588344,-161.767871771,1000.0,-2904.38140218,1000,86118.7919754216,-2904.38140218
1000000,1883000,-4421.98406846,-0.145939941779,8.60731598719,1000,1882,619.332,472.86,9.28652,-1571.02,25.153091783169657,0.0,1903,618.754,-3212.52205268,-0.145939941779,619.332,16.753509926144034,-1571.56,0.0,0.0,452.275,-1571.02,-0.145939941779,6.984264231752604,-161.767871771,1000.0,-4421.98406846,1000,86167.69369424041,-4421.98406846
1000000,1884000,-4428.03586401,-0.118863639234,8.48500974942,1000,1883,660.602,540.346,9.59159,-1523.13,23.03653918998316,0.0,1904,660.481,-2156.57073846,-0.118863639234,660.602,16.793120058020577,-1521.2,0.0,0.0,481.603,-1523.13,-0.118863639234,5.995816758600995,-161.767871771,1000.0,-4428.03586401,1000,86213.47771174274,-4428.03586401
1000000,1885000,-1039.07301304,-0.177510983204,0.992410169017,955,1884,704.57,240.936,9.83116,-1527.21,24.427174126263708,0.0,1905,697.798,-2135.56630186,-0.177510983204,704.57,16.77926248195581,-1529.84,0.0,0.0,279.726,-1527.21,-0.177510983204,6.790125514380634,-161.767871771,955.0,-1039.07301304,955,86260.70165456436,-1039.07301304
